country,year,state,city,refugees
Serbia,2003,Pennsylvania,Allentown,2
Serbia,2003,Pennsylvania,Enola,1
Serbia,2003,Pennsylvania,Manchester,4
Serbia,2003,Pennsylvania,Narberth,2
Serbia,2003,Pennsylvania,New Holland,4
Serbia,2003,Pennsylvania,Pittsburgh,20
Serbia,2003,Pennsylvania,Waynesboro,4
Serbia,2003,South Dakota,Sioux Falls,31
Serbia,2003,Tennessee,Bristol,1
Serbia,2003,Tennessee,Gallatin,3
Serbia,2003,Tennessee,Greeneville,4
Serbia,2003,Tennessee,Nashville,16
Serbia,2003,Texas,Austin,2
Serbia,2003,Texas,College Station,4
Serbia,2003,Texas,Dallas,10
Serbia,2003,Texas,Fort Worth,21
Serbia,2003,Texas,Houston,10
Serbia,2003,Texas,Irving,1
Serbia,2003,Texas,Pflugerville,1
Serbia,2003,Texas,Tomball,1
Serbia,2003,Utah,Bountiful,2
Serbia,2003,Utah,Midvale,2
Serbia,2003,Utah,Salt Lake City,9
Serbia,2003,Vermont,Colchester,9
Serbia,2003,Virginia,Alexandria,2
Serbia,2003,Virginia,Charlottesville,12
Serbia,2003,Virginia,Midlothian,4
Serbia,2003,Virginia,Richmond,4
Serbia,2003,Virginia,Roanoke,8
Serbia,2003,Virginia,Salem,4
Serbia,2003,Virginia,Virginia Beach,3
Serbia,2003,Washington,Burien,4
Serbia,2003,Washington,Kennewick,2
Serbia,2003,Washington,Kent,5
Serbia,2003,Washington,Lynnwood,3
Serbia,2003,Washington,Seattle,5
Serbia,2003,Washington,Spokane,5
Serbia,2003,Wisconsin,Appleton,4
Serbia,2003,Wisconsin,Greenfield,18
Serbia,2003,Wisconsin,Milwaukee,49
Sierra Leone,2003,Alabama,Mobile,2
Sierra Leone,2003,Arizona,Phoenix,12
Sierra Leone,2003,California,Anaheim,1
Sierra Leone,2003,California,Encino,1
Sierra Leone,2003,California,Fontana,8
Sierra Leone,2003,California,Gardena,1
Sierra Leone,2003,California,Hawthorne,3
Sierra Leone,2003,California,Hercules,1
Sierra Leone,2003,California,Sacramento,7
Sierra Leone,2003,California,San Diego,2
Sierra Leone,2003,California,San Jose,42
Sierra Leone,2003,California,Stockton,2
Sierra Leone,2003,California,Vallejo,3
Sierra Leone,2003,California,West Covina,1
Sierra Leone,2003,Colorado,Denver,1
Sierra Leone,2003,Connecticut,Hartford,9
Sierra Leone,2003,Delaware,Claymont,4
Sierra Leone,2003,Delaware,Clayton,3
Sierra Leone,2003,Delaware,New Castle,7
Sierra Leone,2003,District of Columbia,Washington,23
Sierra Leone,2003,Florida,Jacksonville,3
Sierra Leone,2003,Florida,New Port Richey,2
Sierra Leone,2003,Florida,Saint Petersburg,8
Sierra Leone,2003,Florida,Tampa,6
Sierra Leone,2003,Georgia,Alpharetta,2
Sierra Leone,2003,Georgia,Atlanta,26
Sierra Leone,2003,Georgia,Austell,5
Sierra Leone,2003,Georgia,Clarkston,3
Sierra Leone,2003,Georgia,College Park,9
Sierra Leone,2003,Georgia,Decatur,2
Sierra Leone,2003,Georgia,Doraville,3
Sierra Leone,2003,Georgia,Lilburn,2
Sierra Leone,2003,Georgia,Lithonia,4
Sierra Leone,2003,Georgia,Martinez,1
Sierra Leone,2003,Georgia,Norcross,2
Sierra Leone,2003,Georgia,Riverdale,5
Sierra Leone,2003,Georgia,Stone Mountain,1
Sierra Leone,2003,Georgia,Suwanee,2
Sierra Leone,2003,Idaho,Boise,5
Sierra Leone,2003,Illinois,Aurora,5
Sierra Leone,2003,Illinois,Calumet City,6
Sierra Leone,2003,Illinois,Chicago,24
Sierra Leone,2003,Illinois,Moline,4
Sierra Leone,2003,Illinois,Rockford,5
Sierra Leone,2003,Illinois,Wheaton,9
Sierra Leone,2003,Indiana,Fort Wayne,11
Sierra Leone,2003,Indiana,Indianapolis,3
Sierra Leone,2003,Iowa,Cedar Rapids,1
Sierra Leone,2003,Kentucky,Louisville,3
Sierra Leone,2003,Maryland,Adelphi,6
Sierra Leone,2003,Maryland,Baltimore,17
Sierra Leone,2003,Maryland,Beltsville,5
Sierra Leone,2003,Maryland,Berwyn Heights,3
Sierra Leone,2003,Maryland,Bladensburg,6
Sierra Leone,2003,Maryland,Bowie,2
Sierra Leone,2003,Maryland,Capitol Heights,3
Sierra Leone,2003,Maryland,Cheverly,7
Sierra Leone,2003,Maryland,Colmar Manor,1
Sierra Leone,2003,Maryland,Elkridge,1
Sierra Leone,2003,Maryland,Ellicott City,3
Sierra Leone,2003,Maryland,Gaithersburg,20
Sierra Leone,2003,Maryland,Germantown,1
Sierra Leone,2003,Maryland,Glenarden,6
Sierra Leone,2003,Maryland,Glenn Dale,9
Sierra Leone,2003,Maryland,Greenbelt,23
Sierra Leone,2003,Maryland,Hyattsville,34
Sierra Leone,2003,Maryland,Landover Hills,1
Sierra Leone,2003,Maryland,Lanham,76
Sierra Leone,2003,Maryland,Laurel,8
Sierra Leone,2003,Maryland,Montgomery Village,9
Sierra Leone,2003,Maryland,New Carrollton,11
Sierra Leone,2003,Maryland,Oxon Hill,1
Sierra Leone,2003,Maryland,Randallstown,1
Sierra Leone,2003,Maryland,Riverdale,9
Sierra Leone,2003,Maryland,Rockville,4
Sierra Leone,2003,Maryland,Savage,3
Sierra Leone,2003,Maryland,Silver Spring,44
Sierra Leone,2003,Maryland,Springdale,3
Sierra Leone,2003,Maryland,Takoma Park,11
Sierra Leone,2003,Maryland,Upper Marlboro,4
Sierra Leone,2003,Maryland,Wheaton,4
Sierra Leone,2003,Massachusetts,Boston,18
Sierra Leone,2003,Massachusetts,East Boston,5
Sierra Leone,2003,Massachusetts,Hyde Park,3
Sierra Leone,2003,Massachusetts,Jamaica Plain,3
Sierra Leone,2003,Massachusetts,Lowell,10
Sierra Leone,2003,Massachusetts,Mattapan,4
Sierra Leone,2003,Massachusetts,Randolph,3
Sierra Leone,2003,Massachusetts,Roslindale,5
Sierra Leone,2003,Massachusetts,Roxbury,5
Sierra Leone,2003,Michigan,Grand Rapids,1
Sierra Leone,2003,Michigan,Lansing,13
Sierra Leone,2003,Michigan,Redford,3
Sierra Leone,2003,Minnesota,Brooklyn Park,17
Sierra Leone,2003,Minnesota,Crystal,6
Sierra Leone,2003,Minnesota,Mankato,2
Sierra Leone,2003,Minnesota,Maplewood,4
Sierra Leone,2003,Minnesota,Minneapolis,13
Sierra Leone,2003,Minnesota,Plymouth,2
Sierra Leone,2003,Minnesota,Rochester,4
Sierra Leone,2003,Minnesota,Saint Paul,19
Sierra Leone,2003,Missouri,Hazelwood,1
Sierra Leone,2003,Missouri,Jefferson City,1
Sierra Leone,2003,Missouri,Kansas City,8
Sierra Leone,2003,Missouri,Maryville,1
Sierra Leone,2003,Missouri,Saint Louis,1
Sierra Leone,2003,Nebraska,Lincoln,3
Sierra Leone,2003,Nebraska,Omaha,2
Sierra Leone,2003,Nevada,Las Vegas,1
Sierra Leone,2003,New Hampshire,Concord,13
Sierra Leone,2003,New Jersey,Camden,7
Sierra Leone,2003,New Jersey,Cliffwood,2
Sierra Leone,2003,New Jersey,Edison,6
Sierra Leone,2003,New Jersey,Highland Park,7
Sierra Leone,2003,New Jersey,Jackson,4
Sierra Leone,2003,New Jersey,Jersey City,23
Sierra Leone,2003,New Jersey,Lakewood,5
Sierra Leone,2003,New Jersey,North Brunswick,5
Sierra Leone,2003,New Jersey,Old Bridge,5
Sierra Leone,2003,New Jersey,Parlin,1
Sierra Leone,2003,New Jersey,Plainsboro,4
Sierra Leone,2003,New Jersey,Sayreville,9
Sierra Leone,2003,New Jersey,Somerset,14
Sierra Leone,2003,New Jersey,Union,2
Sierra Leone,2003,New Jersey,Willingboro,6
Sierra Leone,2003,New York,Bronx,39
Sierra Leone,2003,New York,Brooklyn,34
Sierra Leone,2003,New York,Buffalo,4
Sierra Leone,2003,New York,Corona,4
Sierra Leone,2003,New York,Far Rockaway,1
Sierra Leone,2003,New York,Jamaica,32
Sierra Leone,2003,New York,Little Neck,2
Sierra Leone,2003,New York,New York,30
Sierra Leone,2003,New York,Queens,1
Sierra Leone,2003,New York,Rochester,2
Sierra Leone,2003,New York,South Ozone Park,3
Sierra Leone,2003,New York,Staten Island,32
Sierra Leone,2003,New York,Utica,2
Sierra Leone,2003,New York,Yonkers,10
Sierra Leone,2003,North Carolina,Charlotte,6
Sierra Leone,2003,North Carolina,Durham,1
Sierra Leone,2003,North Carolina,Raleigh,3
Sierra Leone,2003,North Dakota,Fargo,13
Sierra Leone,2003,Ohio,Columbus,58
Sierra Leone,2003,Ohio,Dayton,7
Sierra Leone,2003,Ohio,Galloway,4
Sierra Leone,2003,Ohio,Westerville,5
Sierra Leone,2003,Oregon,Portland,5
Sierra Leone,2003,Pennsylvania,Bethlehem,13
Sierra Leone,2003,Pennsylvania,Darby,4
Sierra Leone,2003,Pennsylvania,Lansdowne,6
Sierra Leone,2003,Pennsylvania,Philadelphia,57
Sierra Leone,2003,Pennsylvania,Reading,2
Sierra Leone,2003,Pennsylvania,Upper Darby,1
Sierra Leone,2003,Pennsylvania,Yeadon,14
Sierra Leone,2003,Rhode Island,Providence,1
Sierra Leone,2003,Tennessee,Antioch,6
Sierra Leone,2003,Tennessee,Chattanooga,2
Sierra Leone,2003,Texas,Arlington,7
Sierra Leone,2003,Texas,Carrollton,1
Sierra Leone,2003,Texas,Dallas,12
Sierra Leone,2003,Texas,Euless,4
Sierra Leone,2003,Texas,Fort Worth,12
Sierra Leone,2003,Texas,Garland,14
Sierra Leone,2003,Texas,Houston,24
Sierra Leone,2003,Texas,Mesquite,15
Sierra Leone,2003,Texas,North Richland Hills,6
Sierra Leone,2003,Texas,San Antonio,4
Sierra Leone,2003,Virginia,Alexandria,88
Sierra Leone,2003,Virginia,Annandale,14
Sierra Leone,2003,Virginia,Arlington,5
Sierra Leone,2003,Virginia,Dumfries,6
Sierra Leone,2003,Virginia,Fairfax,1
Sierra Leone,2003,Virginia,Falls Church,6
Sierra Leone,2003,Virginia,Lorton,5
Sierra Leone,2003,Virginia,Norfolk,1
Sierra Leone,2003,Virginia,Reston,8
Sierra Leone,2003,Virginia,Richmond,3
Sierra Leone,2003,Virginia,Springfield,1
Sierra Leone,2003,Virginia,Weyers Cave,2
Sierra Leone,2003,Virginia,Woodbridge,28
Sierra Leone,2003,Washington,Kent,5
Sierra Leone,2003,Washington,Seattle,1
Sierra Leone,2003,Washington,Tacoma,2
Sierra Leone,2003,Wisconsin,Milwaukee,9
Slovakia,2003,Michigan,Hamtramck,1
Somalia,2003,Arizona,Phoenix,76
Somalia,2003,Arizona,Tempe,9
Somalia,2003,Arizona,Tucson,86
Somalia,2003,California,Anaheim,8
Somalia,2003,California,Garden Grove,2
Somalia,2003,California,Laguna Hills,1
Somalia,2003,California,Lake Forest,1
Somalia,2003,California,Lemon Grove,4
Somalia,2003,California,San Diego,67
Somalia,2003,California,San Jose,24
Somalia,2003,California,Van Nuys,1
Somalia,2003,Colorado,Aurora,6
Somalia,2003,Colorado,Denver,70
Somalia,2003,Colorado,Littleton,6
Somalia,2003,Connecticut,West Hartford,1
Somalia,2003,Delaware,Bear,1
Somalia,2003,Florida,Jacksonville,1
Somalia,2003,Florida,New Port Richey,6
Somalia,2003,Florida,Orlando,1
Somalia,2003,Georgia,Atlanta,2
Somalia,2003,Georgia,Clarkston,33
Somalia,2003,Georgia,Decatur,23
Somalia,2003,Georgia,Lilburn,10
Somalia,2003,Georgia,Marietta,4
Somalia,2003,Georgia,Stone Mountain,18
Somalia,2003,Idaho,Boise,30
Somalia,2003,Illinois,Aurora,7
Somalia,2003,Illinois,Carol Stream,2
Somalia,2003,Illinois,Chicago,34
Somalia,2003,Illinois,Dekalb,5
Somalia,2003,Illinois,Rockford,1
Somalia,2003,Illinois,Wheaton,31
Somalia,2003,Indiana,Carmel,6
Somalia,2003,Indiana,Indianapolis,2
Somalia,2003,Iowa,Des Moines,14
Somalia,2003,Kentucky,Louisville,61
Somalia,2003,Louisiana,Metairie,1
Somalia,2003,Maine,Lewiston,6
Somalia,2003,Maine,Portland,28
Somalia,2003,Maryland,Baltimore,8
Somalia,2003,Maryland,Riverdale,2
Somalia,2003,Maryland,Silver Spring,1
Somalia,2003,Massachusetts,Boston,24
Somalia,2003,Massachusetts,Cambridge,12
Somalia,2003,Massachusetts,Charlestown,2
Somalia,2003,Massachusetts,Dorchester,5
Somalia,2003,Massachusetts,Jamaica Plain,6
Somalia,2003,Massachusetts,Mattapan,3
Somalia,2003,Massachusetts,Quincy,4
Somalia,2003,Massachusetts,Roxbury,6
Somalia,2003,Massachusetts,Salem,2
Somalia,2003,Massachusetts,Springfield,20
Somalia,2003,Michigan,Ann Arbor,7
Somalia,2003,Michigan,Grand Rapids,24
Somalia,2003,Michigan,Grandville,24
Somalia,2003,Michigan,Lansing,9
Somalia,2003,Michigan,Ypsilanti,3
Somalia,2003,Minnesota,Bloomington,7
Somalia,2003,Minnesota,Brooklyn Park,6
Somalia,2003,Minnesota,Burnsville,22
Somalia,2003,Minnesota,Chanhassen,1
Somalia,2003,Minnesota,Eagan,21
Somalia,2003,Minnesota,Eden Prairie,9
Somalia,2003,Minnesota,Faribault,3
Somalia,2003,Minnesota,Golden Valley,1
Somalia,2003,Minnesota,Hopkins,9
Somalia,2003,Minnesota,Mankato,2
Somalia,2003,Minnesota,Maplewood,1
Somalia,2003,Minnesota,Marshall,5
Somalia,2003,Minnesota,Minneapolis,362
Somalia,2003,Minnesota,Pelican Rapids,1
Somalia,2003,Minnesota,Richfield,10
Somalia,2003,Minnesota,Rochester,56
Somalia,2003,Minnesota,Roseville,2
Somalia,2003,Minnesota,Saint Cloud,35
Somalia,2003,Minnesota,Saint Louis Park,5
Somalia,2003,Minnesota,Saint Paul,71
Somalia,2003,Minnesota,Saint Peter,2
Somalia,2003,Minnesota,Savage,5
Somalia,2003,Minnesota,Shakopee,6
Somalia,2003,Minnesota,Willmar,2
Somalia,2003,Missouri,Kansas City,30
Somalia,2003,Missouri,Saint Louis,61
Somalia,2003,Nebraska,Lincoln,4
Somalia,2003,Nevada,Las Vegas,8
Somalia,2003,New Hampshire,Concord,31
Somalia,2003,New York,Binghamton,13
Somalia,2003,New York,Buffalo,54
Somalia,2003,New York,New York,2
Somalia,2003,New York,Rochester,38
Somalia,2003,New York,Syracuse,49
Somalia,2003,New York,Utica,61
Somalia,2003,North Carolina,Charlotte,12
Somalia,2003,North Carolina,Durham,6
Somalia,2003,North Carolina,Greensboro,1
Somalia,2003,North Dakota,Fargo,10
Somalia,2003,North Dakota,Grand Forks,1
Somalia,2003,Ohio,Cincinnati,5
Somalia,2003,Ohio,Columbus,156
Somalia,2003,Ohio,Hilliard,7
Somalia,2003,Ohio,Westerville,1
Somalia,2003,Oklahoma,Oklahoma City,1
Somalia,2003,Oregon,Beaverton,1
Somalia,2003,Oregon,Portland,20
Somalia,2003,Pennsylvania,Erie,5
Somalia,2003,Pennsylvania,Pittsburgh,10
Somalia,2003,Tennessee,Antioch,2
Somalia,2003,Tennessee,Memphis,1
Somalia,2003,Tennessee,Nashville,66
Somalia,2003,Texas,Amarillo,6
Somalia,2003,Texas,Arlington,19
Somalia,2003,Texas,Dallas,75
Somalia,2003,Texas,Euless,9
Somalia,2003,Texas,Fort Worth,47
Somalia,2003,Texas,Garland,10
Somalia,2003,Texas,Grand Prairie,2
Somalia,2003,Texas,Houston,74
Somalia,2003,Texas,Irving,1
Somalia,2003,Texas,Missouri City,2
Somalia,2003,Texas,Rowlett,6
Somalia,2003,Utah,Salt Lake City,106
Somalia,2003,Vermont,Colchester,24
Somalia,2003,Virginia,Alexandria,16
Somalia,2003,Virginia,Annandale,6
Somalia,2003,Virginia,Arlington,7
Somalia,2003,Virginia,Burke,1
Somalia,2003,Virginia,Centreville,3
Somalia,2003,Virginia,Fairfax,3
Somalia,2003,Virginia,Falls Church,16
Somalia,2003,Virginia,Reston,6
Somalia,2003,Virginia,Richmond,6
Somalia,2003,Virginia,Roanoke,24
Somalia,2003,Virginia,Springfield,12
Somalia,2003,Washington,Auburn,7
Somalia,2003,Washington,Des Moines,1
Somalia,2003,Washington,Federal Way,2
Somalia,2003,Washington,Kent,2
Somalia,2003,Washington,Renton,7
Somalia,2003,Washington,Seatac,5
Somalia,2003,Washington,Seattle,61
Somalia,2003,Washington,Tukwila,10
Somalia,2003,Wisconsin,Barron,6
Somalia,2003,Wisconsin,Glendale,3
Somalia,2003,Wisconsin,Milwaukee,42
Somalia,2003,Wisconsin,Wauwatosa,4
Sri Lanka (Ceylon),2003,Tennessee,Nashville,1
Sri Lanka (Ceylon),2003,Virginia,Charlottesville,1
Sudan,2003,Alabama,Mobile,3
Sudan,2003,Arizona,Glendale,5
Sudan,2003,Arizona,Phoenix,104
Sudan,2003,Arizona,Scottsdale,1
Sudan,2003,Arizona,Tucson,40
Sudan,2003,California,Covina,1
Sudan,2003,California,El Cajon,3
Sudan,2003,California,Oakland,3
Sudan,2003,California,San Diego,79
Sudan,2003,California,San Jose,11
Sudan,2003,Colorado,Arvada,5
Sudan,2003,Colorado,Aurora,4
Sudan,2003,Colorado,Colorado Springs,3
Sudan,2003,Colorado,Denver,40
Sudan,2003,Colorado,Lakewood,3
Sudan,2003,Colorado,Littleton,5
Sudan,2003,Connecticut,Bridgeport,5
Sudan,2003,Connecticut,Hartford,5
Sudan,2003,Connecticut,New Haven,8
Sudan,2003,District of Columbia,Washington,9
Sudan,2003,Florida,Jacksonville,25
Sudan,2003,Florida,New Port Richey,6
Sudan,2003,Florida,Port Richey,1
Sudan,2003,Florida,Tampa,13
Sudan,2003,Georgia,Atlanta,11
Sudan,2003,Georgia,Clarkston,29
Sudan,2003,Georgia,Comer,2
Sudan,2003,Georgia,Decatur,102
Sudan,2003,Georgia,Norcross,1
Sudan,2003,Georgia,Smyrna,1
Sudan,2003,Georgia,Stone Mountain,17
Sudan,2003,Idaho,Boise,1
Sudan,2003,Idaho,Meridian,1
Sudan,2003,Illinois,Aurora,6
Sudan,2003,Illinois,Chicago,59
Sudan,2003,Illinois,Glendale Heights,8
Sudan,2003,Illinois,Moline,12
Sudan,2003,Illinois,Mount Prospect,3
Sudan,2003,Illinois,Rockford,10
Sudan,2003,Illinois,Wheaton,2
Sudan,2003,Indiana,Bloomington,2
Sudan,2003,Indiana,Fort Wayne,12
Sudan,2003,Indiana,Indianapolis,17
Sudan,2003,Indiana,South Bend,5
Sudan,2003,Iowa,Ames,10
Sudan,2003,Iowa,Ankeny,6
Sudan,2003,Iowa,Des Moines,110
Sudan,2003,Iowa,Marshalltown,2
Sudan,2003,Kansas,Kansas City,12
Sudan,2003,Kansas,Olathe,30
Sudan,2003,Kentucky,Louisville,55
Sudan,2003,Louisiana,Baton Rouge,1
Sudan,2003,Louisiana,New Orleans,3
Sudan,2003,Louisiana,Pineville,6
Sudan,2003,Maine,Portland,58
Sudan,2003,Maine,Westbrook,1
Sudan,2003,Maryland,Baltimore,11
Sudan,2003,Maryland,Ellicott City,4
Sudan,2003,Maryland,Forestville,1
Sudan,2003,Maryland,Greenbelt,1
Sudan,2003,Maryland,New Windsor,3
Sudan,2003,Maryland,Silver Spring,1
Sudan,2003,Massachusetts,Boston,14
Sudan,2003,Massachusetts,Charlestown,2
Sudan,2003,Massachusetts,Chelsea,1
Sudan,2003,Massachusetts,Lynn,9
Sudan,2003,Massachusetts,Somerville,1
Sudan,2003,Massachusetts,Worcester,5
Sudan,2003,Michigan,East Lansing,5
Sudan,2003,Michigan,Grand Rapids,25
Sudan,2003,Michigan,Grandville,12
Sudan,2003,Michigan,Kentwood,3
Sudan,2003,Michigan,Lansing,32
Sudan,2003,Minnesota,Anoka,5
Sudan,2003,Minnesota,Austin,1
Sudan,2003,Minnesota,Bloomington,6
Sudan,2003,Minnesota,Brooklyn,3
Sudan,2003,Minnesota,Brooklyn Center,2
Sudan,2003,Minnesota,Brooklyn Park,5
Sudan,2003,Minnesota,Burnsville,1
Sudan,2003,Minnesota,Columbia Heights,5
Sudan,2003,Minnesota,Eagan,4
Sudan,2003,Minnesota,Faribault,1
Sudan,2003,Minnesota,Fridley,9
Sudan,2003,Minnesota,Mankato,1
Sudan,2003,Minnesota,Minneapolis,8
Sudan,2003,Minnesota,Moorhead,9
Sudan,2003,Minnesota,Plymouth,1
Sudan,2003,Minnesota,Ramsey,3
Sudan,2003,Minnesota,Richfield,9
Sudan,2003,Minnesota,Rochester,33
Sudan,2003,Minnesota,Roseville,1
Sudan,2003,Missouri,Gladstone,4
Sudan,2003,Missouri,Kansas City,30
Sudan,2003,Nebraska,Bellevue,4
Sudan,2003,Nebraska,Grand Island,4
Sudan,2003,Nebraska,Lincoln,25
Sudan,2003,Nebraska,Norfolk,1
Sudan,2003,Nebraska,Omaha,96
Sudan,2003,Nevada,Las Vegas,9
Sudan,2003,New Hampshire,Concord,2
Sudan,2003,New Hampshire,Laconia,1
Sudan,2003,New Hampshire,Manchester,68
Sudan,2003,New Jersey,Paterson,3
Sudan,2003,New Jersey,Peapack,4
Sudan,2003,New Jersey,Trenton,8
Sudan,2003,New York,Albany,1
Sudan,2003,New York,Binghamton,8
Sudan,2003,New York,Bronx,1
Sudan,2003,New York,Brooklyn,2
Sudan,2003,New York,Buffalo,46
Sudan,2003,New York,Dayton,1
Sudan,2003,New York,Endicott,2
Sudan,2003,New York,North Syracuse,1
Sudan,2003,New York,Rochester,26
Sudan,2003,New York,Syracuse,66
Sudan,2003,New York,Utica,1
Sudan,2003,North Carolina,Greensboro,17
Sudan,2003,North Carolina,High Point,24
Sudan,2003,North Carolina,Raleigh,5
Sudan,2003,North Carolina,Wilmington,6
Sudan,2003,North Dakota,Fargo,29
Sudan,2003,Ohio,Cincinnati,14
Sudan,2003,Ohio,Cleveland,4
Sudan,2003,Ohio,Dayton,3
Sudan,2003,Ohio,Hilliard,1
Sudan,2003,Oklahoma,Edmond,4
Sudan,2003,Oklahoma,Oklahoma City,9
Sudan,2003,Oregon,Portland,5
Sudan,2003,Pennsylvania,Allentown,9
Sudan,2003,Pennsylvania,Conestoga,1
Sudan,2003,Pennsylvania,Erie,24
Sudan,2003,Pennsylvania,Harrisburg,4
Sudan,2003,Pennsylvania,Lancaster,8
Sudan,2003,Pennsylvania,Mechanicsburg,4
Sudan,2003,Pennsylvania,Philadelphia,6
Sudan,2003,Pennsylvania,Pittsburgh,16
Sudan,2003,Pennsylvania,West Chester,1
Sudan,2003,South Carolina,Columbia,5
Sudan,2003,South Dakota,Sioux Falls,50
Sudan,2003,Tennessee,Chattanooga,6
Sudan,2003,Tennessee,Gallatin,4
Sudan,2003,Tennessee,Goodlettsville,4
Sudan,2003,Tennessee,Hermitage,2
Sudan,2003,Tennessee,Knoxville,8
Sudan,2003,Tennessee,Memphis,47
Sudan,2003,Tennessee,Nashville,76
Sudan,2003,Tennessee,Powell,3
Sudan,2003,Texas,Amarillo,21
Sudan,2003,Texas,Arlington,10
Sudan,2003,Texas,Austin,19
Sudan,2003,Texas,Benbrook,1
Sudan,2003,Texas,Corpus Christi,3
Sudan,2003,Texas,Dallas,102
Sudan,2003,Texas,Euless,13
Sudan,2003,Texas,Fort Worth,18
Sudan,2003,Texas,Grand Prairie,6
Sudan,2003,Texas,Houston,109
Sudan,2003,Texas,Hurst,6
Sudan,2003,Texas,Hutto,1
Sudan,2003,Texas,Irving,7
Sudan,2003,Texas,Pflugerville,2
Sudan,2003,Texas,San Antonio,35
Sudan,2003,Utah,Salt Lake City,113
Sudan,2003,Utah,West Valley City,1
Sudan,2003,Vermont,Colchester,8
Sudan,2003,Virginia,Alexandria,2
Sudan,2003,Virginia,Arlington,7
Sudan,2003,Virginia,Charlottesville,7
Sudan,2003,Virginia,Falls Church,6
Sudan,2003,Virginia,Fishersville,1
Sudan,2003,Virginia,Hampton,6
Sudan,2003,Virginia,Harrisonburg,4
Sudan,2003,Virginia,Leesburg,10
Sudan,2003,Virginia,Newport News,11
Sudan,2003,Virginia,Richmond,19
Sudan,2003,Virginia,Roanoke,10
Sudan,2003,Virginia,Springfield,1
Sudan,2003,Virginia,Williamsburg,2
Sudan,2003,Virginia,Woodbridge,1
Sudan,2003,Washington,Chewelah,1
Sudan,2003,Washington,Federal Way,1
Sudan,2003,Washington,Kennewick,8
Sudan,2003,Washington,Kent,1
Sudan,2003,Washington,Lynnwood,5
Sudan,2003,Washington,Richland,7
Sudan,2003,Washington,Seatac,2
Sudan,2003,Washington,Seattle,10
Sudan,2003,Washington,Spokane,7
Sudan,2003,Washington,Tacoma,8
Sudan,2003,Wisconsin,Green Bay,1
Sudan,2003,Wisconsin,Madison,6
Sudan,2003,Wisconsin,Milwaukee,6
Sudan,2003,Wisconsin,Wauwatosa,1
Syria,2003,California,Bonita,1
Tajikistan,2003,Arizona,Glendale,1
Tajikistan,2003,Oregon,Portland,11
Thailand,2003,California,Oakland,2
Togo,2003,Arizona,Phoenix,9
Togo,2003,California,San Diego,1
Togo,2003,Georgia,Riverdale,1
Togo,2003,Illinois,Chicago,2
Togo,2003,Kentucky,Louisville,5
Togo,2003,Michigan,Grand Rapids,5
Togo,2003,Minnesota,Brooklyn Park,7
Togo,2003,New Hampshire,Concord,2
Togo,2003,New Mexico,Albuquerque,5
Togo,2003,New York,Jamaica,1
Togo,2003,New York,New York,3
Togo,2003,Texas,Dallas,9
Togo,2003,Texas,Houston,1
Togo,2003,Vermont,Colchester,2
Togo,2003,Virginia,Charlottesville,6
Turkmenistan,2003,Rhode Island,Providence,1
Turkmenistan,2003,Washington,Kent,2
Turkmenistan,2003,Washington,Tacoma,1
Uganda,2003,Minnesota,Crystal,1
Ukraine,2003,Alabama,Pelham,1
Ukraine,2003,Alaska,Delta Junction,4
Ukraine,2003,Arizona,Tucson,10
Ukraine,2003,California,Antelope,42
Ukraine,2003,California,Belmont,1
Ukraine,2003,California,Canoga Park,3
Ukraine,2003,California,Carmichael,20
Ukraine,2003,California,Castro Valley,13
Ukraine,2003,California,Citrus Heights,81
Ukraine,2003,California,Corona,2
Ukraine,2003,California,Elk Grove,6
Ukraine,2003,California,Elverta,28
Ukraine,2003,California,Encino,3
Ukraine,2003,California,Fair Oaks,47
Ukraine,2003,California,Foster City,2
Ukraine,2003,California,Fresno,38
Ukraine,2003,California,Hemet,3
Ukraine,2003,California,Irvine,1
Ukraine,2003,California,La Mesa,5
Ukraine,2003,California,Los Angeles,47
Ukraine,2003,California,Mather,16
Ukraine,2003,California,Modesto,10
Ukraine,2003,California,Montebello,5
Ukraine,2003,California,Murrieta,1
Ukraine,2003,California,Newhall,5
Ukraine,2003,California,North,1
Ukraine,2003,California,North Highlands,119
Ukraine,2003,California,North Hollywood,4
Ukraine,2003,California,Oakland,5
Ukraine,2003,California,Orangevale,11
Ukraine,2003,California,Pacifica,2
Ukraine,2003,California,Pleasant Hill,1
Ukraine,2003,California,Poway,4
Ukraine,2003,California,Rancho,6
Ukraine,2003,California,Rancho Cordova,112
Ukraine,2003,California,Rio Linda,14
Ukraine,2003,California,Rocklin,4
Ukraine,2003,California,Roseville,18
Ukraine,2003,California,Sacramento,522
Ukraine,2003,California,San Bruno,2
Ukraine,2003,California,San Diego,3
Ukraine,2003,California,San Francisco,18
Ukraine,2003,California,San Jose,1
Ukraine,2003,California,San Leandro,5
Ukraine,2003,California,Santa Monica,1
Ukraine,2003,California,Shasta Lake,20
Ukraine,2003,California,Sherman Oaks,2
Ukraine,2003,California,Tarzana,7
Ukraine,2003,California,Tustin,1
Ukraine,2003,California,Valley Village,1
Ukraine,2003,California,Van Nuys,5
Ukraine,2003,California,Walnut Creek,1
Ukraine,2003,California,West Sacramento,33
Ukraine,2003,Colorado,Arvada,50
Ukraine,2003,Colorado,Aurora,31
Ukraine,2003,Colorado,Denver,1
Ukraine,2003,Colorado,Northglenn,6
